pixId,fieldRa,fieldDec,fieldGl,fieldGb,fieldEl,fieldEb,starDensity_r25
220,4.090909090909091,57.39952353962295,118.20159107830779,-5.149731353551472,34.57526166558099,49.25984456796185,0
221,12.272727272727272,57.39952353962295,122.61435440870521,-5.4707768477910985,39.90083755973456,46.669439087661466,0
222,20.454545454545457,57.39952353962295,127.03256324430616,-5.230140265847272,45.174148455438946,44.27182631767463,0
223,28.636363636363637,57.39952353962295,131.380925487175,-4.43333654437439,50.42183937851215,42.08588943638066,0
224,36.81818181818181,57.39952353962295,135.58846189161216,-3.0982430198932387,55.66249897295402,40.129322813457215,0
225,44.99999999999999,57.39952353962295,139.59224378284225,-1.2535569977025631,60.90843993184511,38.41848201827886,0
226,53.18181818181818,57.39952353962295,143.33951616894961,1.0634522289979886,66.16694646723573,36.968153637652435,0
227,61.36363636363635,57.39952353962295,146.78797851364791,3.809452852885532,71.44122169164368,35.791278860001626,0
228,69.54545454545455,57.39952353962295,149.90441907389695,6.937403677273712,76.73118080880742,34.89866161382254,0
229,77.72727272727272,57.39952353962295,152.6621333740915,10.398447151553476,82.03418018194078,34.29869052498017,0
230,85.9090909090909,57.39952353962295,155.03757940864853,14.14317603422135,87.34573372333361,33.99710192409058,0
231,94.0909090909091,57.39952353962295,157.00659577410843,18.122217001919573,92.66024008828433,33.996807324794084,0
232,102.27272727272728,57.39952353962295,158.54032259472305,22.286132095292174,97.9717243678192,34.29780271906969,0
233,110.45454545454545,57.39952353962295,159.60078983072256,26.584642511303365,103.27458590693739,34.89716893931878,0
234,118.63636363636364,57.39952353962295,160.1360240490342,30.965137889549787,108.56433979466865,35.789163060063665,0
235,126.81818181818183,57.39952353962295,160.074534503935,35.3703601642996,113.83834365796086,36.96539153910823,0
236,135.0,57.39952353962295,159.31930941972385,39.7350624794289,119.09651345821122,38.41504771249407,0
237,143.1818181818182,57.39952353962295,157.74231039723415,43.98138588705873,124.34205176481699,40.12519019897792,0
238,151.36363636363637,57.39952353962295,155.18258058680183,48.01279976168722,129.58223990999008,42.08103497811505,0
239,159.54545454545453,57.39952353962295,151.45555864551588,51.70705223077098,134.8293839964142,44.266231892361525,0
240,167.72727272727272,57.39952353962295,146.3884195093505,54.9103635220881,140.10206046109963,46.66309482038263,0
241,175.9090909090909,57.39952353962295,139.90107904050288,57.438849663470236,145.42689370623418,49.252751621889956,0
242,184.0909090909091,57.39952353962295,132.13442455990145,59.097671044803036,150.8412437891827,52.01517170122833,0
243,192.27272727272728,57.39952353962295,123.5589939683122,59.725871193164394,156.3974405160151,54.929009696162574,0
244,200.45454545454544,57.39952353962295,114.92503997056059,59.25395212905152,162.1696797772597,57.971161848478815,0
245,208.63636363636363,57.39952353962295,107.00530672362156,57.73459942500197,168.26561997394504,61.11584267837237,0
246,216.8181818181818,57.39952353962295,100.31888601996685,55.31906489072163,174.84653869042606,64.33279843860734,0
247,225.00000000000003,57.39952353962295,95.04934405452508,52.20066998250302,182.16354980434613,67.58384911867246,0
248,233.1818181818182,57.39952353962295,91.13969335344605,48.56660982835184,190.62436303071715,70.81597268656341,0
249,241.36363636363635,57.39952353962295,88.42415703820403,44.57535402136769,200.91551756075995,73.94686965607804,0
250,249.54545454545453,57.39952353962295,86.7168282166447,40.353401169415534,214.1985979367782,76.83416794532826,0
251,257.72727272727275,57.39952353962295,85.85238246315045,36.00053026622703,232.2211566618431,79.2151921855022,0
252,265.9090909090909,57.39952353962295,85.6980245799899,31.596873245461836,256.2849423014803,80.64357090029145,0
253,274.09090909090907,57.39952353962295,86.15259459356525,27.209168731454835,283.63933433867203,80.64622449141021,0
254,282.2727272727273,57.39952353962295,87.14131537570239,22.895588220966786,307.72303108491315,79.22203263468239,0
255,290.45454545454544,57.39952353962295,88.60976798752107,18.70924498734436,325.7655759907171,76.84332597889862,0
256,298.6363636363636,57.39952353962295,90.51828799254046,14.700642956902174,339.0620507419965,73.95707890778705,0
257,306.8181818181818,57.39952353962295,92.83698921173732,10.919276965955325,349.3615135266308,70.82653026480291,0
258,315.0,57.39952353962295,95.54129361079247,7.414507743977832,357.8275858269575,67.59435553681372,0
259,323.1818181818182,57.39952353962295,98.60781023910857,4.235757406258893,5.148083661941837,64.34300783826444,0
260,331.3636363636364,57.39952353962295,102.01050663136486,1.4320243831705448,11.731433686887168,61.12559249839305,0
261,339.54545454545456,57.39952353962295,105.71728538611137,-0.94928679501366,17.829152739533786,57.980339950684176,0
